,time,COOLDUTY.0,ES0_TEMP.0,HTR_DUTY.0,SNK_TEMP.0,COOLDUTY.1,ES0_TEMP.1,HTR_DUTY.1,SNK_TEMP.1,COOLDUTY.2,ES0_TEMP.2,HTR_DUTY.2,SNK_TEMP.2,COOLDUTY.3,ES0_TEMP.3,HTR_DUTY.3,SNK_TEMP.3,COOLDUTY.4,ES0_TEMP.4,HTR_DUTY.4,SNK_TEMP.4,COOLDUTY.5,ES0_TEMP.5,HTR_DUTY.5,SNK_TEMP.5,COOLDUTY.6,ES0_TEMP.6,HTR_DUTY.6,SNK_TEMP.6,COOLDUTY.7,ES0_TEMP.7,HTR_DUTY.7,SNK_TEMP.7
0,08/03/24 12:56:59.776,0.0,6.5,0.0,29.5,0.0,-99.9,0.0,25.2,0.0,-99.9,0.0,25.9,0.0,-99.9,0.0,26.2,0.0,11.0,0.0,25.7,0.0,-99.9,0.0,31.8,0.0,-99.9,0.0,25.3,0.0,-99.9,0.0,25.0
1,08/03/24 12:57:04.776,0.0,67.8,0.0,29.5,0.0,-99.9,0.0,25.2,0.0,-99.9,0.0,25.9,0.0,-99.9,0.0,26.2,0.0,-99.9,0.0,25.6,0.0,64.0,0.0,31.8,0.0,-99.9,0.0,25.3,0.0,-99.9,0.0,25.0
2,08/03/24 12:57:09.776,0.0,-99.9,0.0,29.4,0.0,-99.9,0.0,25.2,0.0,-99.9,0.0,25.9,0.0,-99.9,0.0,26.2,0.0,-99.9,0.0,25.6,0.0,-99.9,0.0,31.7,0.0,-99.9,0.0,25.3,0.0,-99.9,0.0,25.0
3,08/03/24 12:57:14.776,0.0,-99.9,0.0,29.4,0.0,-99.9,0.0,25.2,0.0,-99.9,0.0,25.9,0.0,-99.9,0.0,26.2,0.0,-99.9,0.0,25.6,0.0,-99.9,0.0,31.6,0.0,-99.9,0.0,25.3,0.0,-99.9,0.0,25.0
4,08/03/24 12:57:19.776,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9
5,08/03/24 12:57:24.776,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9
6,08/03/24 12:57:29.776,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9
7,08/03/24 12:57:34.776,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9
8,08/03/24 12:57:39.776,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9
9,08/03/24 12:57:44.776,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9,0.0,-99.9
